sample_labels,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cell_label,0,2,1,0,0,2,0,0,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,2,3,1,1,0,2,3,0,3,1,0,4,0,0,0,4,2,0,0,0,4,2,3,0,1,1,2,1,1,3,3,2,0,0,0,1,1,3,3,0,3,0,3,0,0
cluster_labels,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Sftpc,7.32460320410481,7.15007020768171,7.90397517082306,6.88851698469988,6.66581299618141,7.00901952004159,6.68963814088908,6.78675879170772,6.74875564530417,7.27728928394517,6.47359264319311,7.13923178706782,7.5949704224322,6.73372105689325,6.10324651497618,5.89999281340011,6.07390454345234,7.3631769709116,6.99176042439926,4.98295417363606,6.69537453577134,6.58550365449993,6.66548597184046,6.83731020468171,7.1636670012823,8.17594920606108,5.95583285958561,6.90952416389694,6.58868687382788,7.96753901357486,7.32715978998532,4.73558340426082,6.68450234082103,0,6.39337638373692,7.02235183930234,6.45073494189777,7.25580753436046,7.37913884500409,6.86620397542659,7.17447744863782,6.43765360454345,6.60240576560097,6.02553551407461,7.52572649732508,6.90525427387196,5.868679943625,7.37271738131018,7.02935733760267,6.32823063382768,6.16173756613503,7.40479399747411,7.13030846157545,7.17524464248052,6.14685133152876,6.31610444890263,7.4125489852672,5.82221130007688,7.27123024815882,7.58430510459509,7.63812164218524,7.20977572006502,7.44587344111971,7.61896582760469,5.77900727927646,6.84270047748792,7.18467700923399,5.92235408636313,6.91252452784936,5.71302426820351,8.18596178671916,7.72694319188939,6.31040329474403,6.70330846084668,6.12103977182908,5.97709568551486,6.38057296975573,6.35245584292417,6.96517254613799,5.8103428152602
Ager,7.63653769777356,6.87541088641852,6.69830854977566,6.66655345655749,7.34784119948507,6.88416522367737,7.05700890994311,7.26399804728476,7.21825317661813,6.8621113137633,7.05701231509311,6.70258192969593,7.16822050463407,7.26614736636737,7.0732604235168,7.01644307934343,6.94982710103083,6.9735100729867,7.21923569401089,7.10096657361357,7.01029261721017,7.50391240668379,7.27062451992376,7.47302791589823,7.42615300050957,0,7.07386792409538,6.73723422212172,6.75595280141827,0,6.95565642800607,7.39382192415499,6.88348921296367,7.33790973881244,7.03111526208555,6.68719369746301,6.63214972066902,6.40761839121199,6.46419983923627,6.97562345608205,6.78852538119486,6.35150963729987,7.20107489109035,6.52987699094415,6.26550497473436,7.34928607725387,5.56084802834318,7.07353721176643,7.11407199713608,7.00432632870349,6.12120007935079,6.93133987725037,7.05220352619438,7.29958085211203,7.12906910561264,0,6.94792723068835,6.63805985783223,7.10004167236267,6.90013324747459,6.37569115504173,6.57460035726492,6.35024384866271,6.06242800494796,6.57922443752421,0,6.95149706946415,7.14531389196208,6.98947481702228,7.23476013209805,6.27422653610653,7.09459105103961,0,0,7.0973994178157,6.66228837023659,7.58613561510681,5.34893654364088,7.18308973688232,7.19515309934867
Clic3,7.21138674756143,6.76385691450322,7.1269072570232,6.64319326326728,7.06264858426764,6.65419222345042,7.07754706706257,7.10479377059809,7.19901903875182,6.6792842018238,6.97790038010109,6.40575956088184,6.99539488415466,7.11381993682255,6.72231852421027,6.82654715224953,6.82815601150065,7.04424716720908,7.03140947826777,7.01893811668631,6.88990054395307,7.25114317421919,7.32994376755095,7.24745295884621,7.74763951390909,0,6.83994669300478,6.7435209234745,6.58338006122196,0,6.61262905524466,7.26525515861008,6.6875100064296,7.20470742125539,6.81856482783242,6.53018148474925,6.65837422311308,6.49040299959512,0,6.70532560779823,6.74521066480955,6.6810037619905,6.94951290835203,6.61589625402531,0,7.2761806546674,6.05033815408234,6.93498639251119,7.09657690198638,6.88656076405403,6.33791031847009,6.66974307988355,6.75390622783399,7.04397675926498,7.16262763298365,0,6.90785833725946,6.51868993814372,6.98429868404424,0,0,6.39878118767252,5.76157876950077,0,6.51805463679322,6.73028675735821,6.72767765025832,6.99672748228774,7.02890295875309,7.20686406924663,0,0,6.81068170865867,6.94351819305238,6.94839020877885,5.76604546977341,7.31288918597291,6.50511583177481,6.86330011973525,7.10743170695803
Scgb1a1,0,0,0,6.24552436253877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7444531318448,0,5.59809825321642,6.51422587418033,5.01590753258068,0,7.17645351932125,0,0,0,0,0,6.26541349387624,5.85178247939094,7.16230780942493,5.73841877005081,6.54618915893638,5.89087349909451,5.542474632906,7.21570413081037,5.7621308094657,6.86839685250429,5.78035619600803,6.41549685759572,6.45480742337126,5.3890853982993,5.86708384926444,4.42687261245839,6.83746143025915,5.32427278926438,0,0,6.83181038579994,6.99463138970523,6.57904412494721,7.14064565704612,5.90347658424376,5.22164806320036,5.62007277073309,0,5.59640013638519,5.97650449230304,7.13828002140314,7.40367031352102,5.61785242163074,6.04231621786241,5.71555667801798,6.85131679941619,7.10729504552217,6.2498591776954,7.12130669851048,7.51373590191186,6.00717093206298,7.56338111987784,6.52828185458009,7.98814828236886,6.05075795867941,5.65488138385357
Wfdc2,0,6.23903737605274,7.2711166991184,6.49839929919876,6.85682162669322,6.68210751308361,6.07596156503774,6.99369339766637,7.1964589087413,0,6.83106096844988,6.39749866156717,0,7.00906697149846,0,5.6528036429182,6.72759327185882,6.74170977992557,6.909183078968,6.90518102398043,0,7.46360167343925,0,0,0,7.61279236638208,5.1169845105154,6.58844150335324,6.89615585514283,0,0,6.39664256523853,6.7012565421232,7.19433891510038,6.61152692062308,6.25345343765149,6.82067662050019,6.61942655549016,6.61043734961821,6.0401820959031,6.12642733055944,6.980875454034,6.85582979398595,6.637551779749,6.81188519455438,5.62336780990125,6.3453834530949,6.47955117476766,6.95246495562901,0,6.67623788150504,6.80834619837102,6.62456622371926,0,0,6.81331423253674,6.70266982699083,6.91398089009018,6.85997508102009,6.863779994415,7.07655006265821,6.23499093509956,6.7377834487878,6.82066417829928,6.90978179992495,7.07355323068208,6.59041248822332,6.83664432696269,6.42339577708617,6.97664634763326,0,7.03076231852777,6.93781131881965,7.07361313003695,6.91088098392719,7.17179277186451,7.44264105927225,6.48180199451409,0,6.50716810975765
S100a6,7.24127993852466,6.74519352562547,5.33978109799032,6.6802269047377,7.20162300964765,6.69344950971462,7.01118298767896,7.15372996536416,7.15081025253865,6.78163497575266,7.01952042319948,6.36635401206343,6.8592581024527,6.87412777279164,6.90087945928005,6.82370950208055,6.87474286709789,6.89050776010198,6.80215190247057,6.96148727095177,6.7092858089399,6.9170695700738,7.42986322091077,7.53620395380845,7.52812958924885,0,7.1745871333512,6.5890568762395,6.64458598702907,0,6.88399792984735,7.16027714579221,6.81695693934896,7.26944059474333,6.91818362061165,6.54495808608956,5.964470706022,6.13537318819665,0,6.24194923164303,6.67853997048423,6.4182451342685,7.03279827560522,6.35349605931356,0,6.98552576037451,6.05498432277988,6.79028503890604,7.01892748388698,6.90960061801948,6.25206179353754,6.78546996343839,6.8412152773748,7.04003959751993,7.13913901925384,6.44421061200298,6.70520057648397,6.34875073714787,6.44501992884738,5.54741680752808,0,6.49529012515271,0,0,0,0,6.62111676370174,7.07254431192347,6.89926564189381,7.09020442716538,0,0,6.49440079040253,0,6.82178506519827,6.40745331538821,6.92421770797303,0,7.12227815803438,6.99295202577629
Mgst1,0,6.62132863536409,6.84750810521039,6.40298731662205,3.76947618531202,6.50633884182336,0,6.2087628625886,6.79335550422246,6.59396673049,6.80645725800455,6.45568388270375,6.72133815507481,0,0,6.57995020380798,6.63249297514306,0,6.83562605992222,6.83015318897262,6.83848173175558,5.8786234172058,0,0,0,7.57723844626884,7.01312809040763,6.65963214613951,6.8554946228279,7.48425026637585,6.49645769299468,6.6684728931807,0,0,6.36770454863002,6.38863859193867,6.84533454539104,6.7293018395218,6.62936872105895,6.56609631854631,6.5870780732892,6.92206101756594,6.53773960917338,6.58475309463413,6.94763890888676,3.04316380203592,6.31659443679601,6.79317348849475,2.07925342479355,6.44079687517521,6.52963272084865,6.78890121570703,5.68168907869024,6.71187121059528,6.84718796943136,6.29832505405786,6.67346979327115,6.84591083074187,6.74447549247202,6.81261212386582,6.59827421534005,6.50968150467456,6.80164299386161,6.67340079964334,6.85222732907239,7.07755059342438,0,6.85845492066085,6.31173810648781,0,7.62955622360963,4.88249167297942,6.78411108488378,7.21187850910388,5.12969723914426,7.13791440627091,7.40446018815673,7.55927777048524,5.14992806760926,6.34288529882452
