sample_labels,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cell_label,5,5,5,5,5,5,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
cluster_labels,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
TUBB8,9.75274681138304,9.85556914609,9.78334536564337,10.7185649851629,10.698504837101,10.6286734430101,10.8059544079091,10.8714085536801,10.9283203587877,10.950982292475,10.9953946627088,10.9306643975075,10.1155870053949,10.1442775610123,10.404484833826,10.2099449991536,9.9457753278604,9.77207653526942,9.77668407161745,9.80665615146335,10.0581356866952,10.2182728962324,10.0244019105023,10.0543593660072,8.50890181246572,8.07067482874238,8.53464638170109,8.52357048224969,5.53874443859282,6.15206485501419,6.30617270062298,5.12353025215014,5.39130091382573,6.0700100902604,5.93497732996969,5.94052438181953,6.03462104527704,6.32505709905401,5.99835676688524,6.39057267874361,6.27578400157551,6.59016819155437,6.53264868076337,6.13306421210482,5.45972255114118,4.78416077615392,6.57582517099357,5.879456765309,4.81441139110776,5.62008833066845,4.96404755770955,6.80991643184063,5.94004234066193,5.35791335882793,5.07782938666943,5.03251077170567,5.38937187156924,5.3322012351792,5.48517140274902,5.12448312087938,3.34666065466239,2.4925803078457,1.42105763333226,1.36979939608674,0.938998749187557,2.06042183207942,1.09226732701302,1.45418286919572,1.20983791679952,1.1577208020583,1.10991772610527,2.66154049427338,1.42996126683906,1.12989095086369,1.3264023551083,0.983233769918054,0.999111074261544,1.57851116389039,0.61117441578546,1.52569927189028,0,0.891607504706111,1.30175789331964,0.582235097130477,2.1394104867987,1.08060714794888,1.75284884422741,0.584930943066651,0.269554687245139,0.354640157699719
TRIM43,0,0,0,0,0,0,0,0,0,0,0,0,4.82893348367385,4.8865904570816,4.47989357262884,5.0261421928264,5.78745957747015,3.79665315695745,5.62328461658945,2.21983036032946,4.50381528082013,5.26146936759325,4.82790678429602,4.86903444464213,8.04609768583574,8.13692807862578,8.03228946113238,8.00525293827347,3.65545824907227,4.76583215529287,3.45458163307145,0,2.56292713170768,2.39994391146283,1.69605393700344,2.39783792122831,4.76985016246233,4.79214728018751,3.00177996633741,4.77627329285442,3.25973525520574,3.59975825108587,3.96505581300045,2.03541595664782,3.72447463014042,0.616151772628373,7.85533980983355,1.09257824579953,1.62081331970745,2.10957723278235,2.13295229668914,8.5087002715843,0,1.10883881909753,0,1.27982465211598,2.48920976901937,0,1.28123333528547,0.348001223890339,0.176533527045262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM43B,0,0,0,0,0,0,0,0,0,0,0,0,4.7636834140051,4.93275287278328,4.6480192047324,5.0884988511167,5.62994076431251,3.78970018046313,5.57788029821491,2.08572020667068,4.50485365311023,5.4041953082525,4.91201380828808,4.86608724899214,7.99420314767115,8.07224520369994,7.96310241066119,7.8950537397268,3.81515941640446,4.57311371547248,3.36522816494823,0,2.98348558371727,2.14484150873514,1.83784550500781,2.42248406700671,4.6470381334518,4.65889332659551,2.65360101151082,4.4651025632883,3.3350196320469,3.53514391908055,3.89427526696422,2.05795593335417,3.1374927560146,0.602757216440707,7.75855860994283,0.787304677861848,2.05302558971358,2.26970937183764,2.37444003716206,8.36386057785814,0.280102284317574,1.51663405698254,0.224864997175697,1.50478771999716,2.1970856676303,0,1.4566121473175,0.208638271964433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM53,0,0,0,0,0,0,0,0,0,0,0,0,4.35012332487462,5.46510207243175,5.00573038703782,4.34541137559307,5.86667093044354,3.25679103840166,5.25121159754452,3.77378162964771,4.10742316432803,3.93142115421484,4.40523794296767,3.90276081475723,7.69636234236093,7.93477813433611,7.47642465870074,7.62786385437668,5.55381821438525,5.55152414940116,5.08773893987843,5.399335496555,4.85807151667306,3.37991235841967,4.68288477739288,3.63556071397164,5.64319156536205,5.36129127337755,4.87932679974842,5.87066609474318,4.8022655457876,5.45489547766131,5.91830068555436,4.45652941646081,0.451005241667577,4.16917941386544,7.49111722967318,3.20787175537162,3.99584528947748,4.12148179052176,3.96423144509019,7.9511782016779,3.3129661625095,3.88245893208281,2.70134464645291,0.573551703949977,3.21536903621836,3.06348791741664,3.78139781180039,4.43648037337834,0.166086436942288,0,0,0,0,0,0,0,0,0,0,0,0.173462627628724,1.38314019865171,3.71541292548331,0,0,0,0,0,0.264812341323548,0,0,0,0,0,0,0,0,0
TRIM49,0,0,0,0,0,0,0,0,0,0,0,0,4.82976606893071,5.69237806475857,5.30110980272286,4.94686620000066,5.64850899758316,4.33287357210647,5.50704836258413,4.33204580271928,4.84210378312688,4.81134336304875,5.24664912539457,4.78977939282823,8.01564999505748,7.90733165899805,7.18612682906256,7.91010951582878,1.16455255597975,1.99487008723918,1.14020167308791,1.44191640130918,3.20893329534004,0.322302751043233,0.639890248718685,0.432254946887884,0.557227191287442,3.04150330768834,2.92986553098183,1.68960100125049,0.640409867440868,1.26246145039875,3.16813772591853,1.32342759089743,0.414508449367147,0.630306739903216,7.82698485268077,0,0.711172551772987,0.929589966191106,1.03912114793699,8.40988688751362,0.222604884684476,2.14115933539669,0.645014248561031,0,0,0,0,0.457423690777515,0,0,0,0,0,0,1.74687684341641,0,0,0,0,0,0,0,0.332450415818136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPRYD5,0,0,0,0,0,0,0,0,0,0,0,0,2.01740076430121,1.78991662755168,0.235965118348732,2.55030136215918,3.61972886846782,1.44391957268184,3.60284798517631,2.65692846996533,0.782279048593816,1.02386166659688,1.93363912867032,2.14527786104907,6.62584532363493,6.80597732196797,5.98297075494456,6.38581572203466,1.39418936542558,3.52913952972658,2.93100572255272,2.67886460989241,2.85279862841267,3.3293530988564,0.879661718944947,2.00046170896419,0.895219568669932,3.65583006478522,2.33921565589294,3.4989457782153,2.37639000775757,3.29712936571382,2.96729124704942,3.52746731517289,1.14010718467537,1.77278438455686,6.46938974546098,0,0,1.71292082587933,1.90460052494458,6.43612372739643,1.50121483275357,1.69815716578635,1.91172595294564,2.03598444526113,0,1.83933458470144,1.06671079069129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM49L,0,0,0,0,0,0.303508923218765,0,0,0,0.413952334766209,0,0,5.00955845778371,4.88165467175773,5.26832687399965,5.19854831240809,6.10247628825751,3.91198420724818,5.63781916514578,4.17904998258677,4.79375138573137,5.30473765583738,5.01069934457135,4.42151503279458,7.19044243031848,7.21509159955664,6.74868724599218,7.55408366645038,3.75124406302795,3.00841682171238,1.39754411154411,2.09666949816793,1.80577036177528,0.347804899858003,2.68039767237411,2.36989170104099,2.00206987591944,1.83878894928306,1.58461657629966,3.20006022809785,2.21888915935463,2.38607980683234,2.78778199970038,1.28725366972818,0.515906131881896,1.0228147871624,7.55063953668125,0.731520124308853,0.985641993068955,1.040717838116,1.44509773057331,8.08623114776721,1.64978990889956,0.955705576797145,0.353690115929749,0,0.292975728610189,0.395579072000002,0.662528761196391,1.27420968873757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938218202510044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
