sample_labels,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cell_label,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
cluster_labels,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ENSMUSG00000077577,0,0,0,0,0,0,0,0,0,0,7.51063090318874,7.46243433248761,0,0,7.66719136345337,0,0,0,0,0,0,7.1994153536606,0,0,0,0,7.29688001886722,7.41601468020928,0,0,0,0,0,0,0,7.69495515186847,0,0,0,0,0,0,0,0,0,0,7.36749037289641,0,0,0,0,0,0,0,0,0
ENSMUSG00000064719,0,0,0,0,0,0,0,0,0,0,7.65576634275895,0,0,0,0,0,0,8.1680088114158,7.26361331361568,0,0,7.77725562664963,0,0,0,0,0,0,0,0,0,0,0,0,7.24428879447025,0,0,0,7.27269253889523,0,0,0,0,0,0,7.06018367467657,0,0,0,0,7.54811499442809,0,0,0,0,0
ENSMUSG00000084737,0,0,0,0,0,0,0,0,0,0,0,7.88941003966785,0,6.94263700862626,0,0,0,0,7.82591852201649,0,0,6.56283083202764,0,0,7.51824559650156,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24405355707695,0,6.92029903043939,7.59211109062781,7.83357787715844,0,0,0,0,0,0,0,0,0,7.76583301957848,0,0,0
ENSMUSG00000095178,0,0,0,0,0,0,0,0,0,0,0,6.93881839348766,0,7.08697076034698,0,7.74498033092265,0,0,0,0,0,7.38959034598528,0,0,0,0,0,0,0,0,0,0,0,0,7.26665618861676,0,0,0,7.30443318888276,0,7.069179043857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093831,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0703180649505,0,7.03818689486744,0,0,0,0,0,6.68504801756663,6.99505536841407,7.07414734668162,0,0,0,0,7.30974465842623,0,0,7.14164669428644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000088252,0,0,0,7.57394487966064,0,0,0,0,0,0,7.26759726841699,0,0,0,8.0833898147073,0,0,0,0,0,0,6.96546814391133,0,0,7.23484224653569,0,0,0,0,0,0,0,0,0,0,0,0,7.67895497425054,0,0,0,0,0,0,0,0,0,7.25377109135548,0,0,0,0,0,0,0,0
ENSMUSG00000086473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06782816839803,0,0,0,0,0,0,0,6.60181067455312,0,0,0,7.55131728171049,0,0,0,0,0,0,0,0,6.86254089490408,0,0,0,0,0,0,6.63937745346996,6.76145879859224,0,0,0,6.53312047977023,0,0,0,0
ENSMUSG00000094411,0,0,0,0,0,0,0,0,0,8.58659951038414,0,0,0,0,8.24287676248908,0,0,0,0,0,0,7.72217654871873,0,0,0,0,0,0,0,0,0,0,0,8.38926819988932,0,0,0,0,0,0,8.10558243313592,8.77985364031777,0,8.88807410849493,0,0,7.88648349733735,8.01721596001052,0,0,0,0,0,0,8.68300828352228,0
ENSMUSG00000096280,0,0,0,0,0,0,8.46758927860595,0,0,0,0,6.04457731133949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.92315653253737,7.39917607061885,6.39527042692342,7.4407340449955,7.50630363550202,0,6.17050173460341,0,0,0,6.17152531940222,0,0,8.05173936047656,0,0,0,0,0,0,7.29511657734434,0,0,0,0,0
ENSMUSG00000064884,0,0,0,0,0,0,8.93495348427727,0,0,0,7.65130211447132,0,0,0,0,7.02202184904845,0,7.76128696064195,0,0,0,0,0,0,0,7.76348502149666,0,0,0,0,0,8.25305122702657,0,0,7.25820570918401,0,0,0,0,0,0,0,7.27373758645343,0,0,7.06824623877449,7.93491257061959,6.95552837247672,0,6.46150831368712,0,0,0,0,0,0
ENSMUSG00000084453,0,0,0,0,0,0,0,0,0,0,0,8.01831328625769,0,7.0703180649505,0,0,0,7.0790231158432,0,0,0,0,0,0,0,0,0,0,0,8.09928550653312,7.06148185476321,8.23973121187433,0,0,7.93841243993425,7.12915061654301,7.00688241077587,8.0621550396635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079010,0,0,0,0,0,0,0,0,0,0,0,0,7.64693761417266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71221911309154,8.35033169023857,7.73715916977709,8.56385437476124,8.9353104398718,0,0,0,0,7.88791389797939,0,8.34364165503163,0,9.26153951215731,7.74030493663661,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.73089512084453,0,0,0,0,7.09688378702932,8.07040484827476,6.99505536841407,0,6.95059721198566,0,6.79317227342061,0,0,0,7.06148185476321,0,0,0,7.24561906242063,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76719699698402,0,0,0,0,0,0,0
ENSMUSG00000077711,0,0,0,0,0,0,0,0,0,7.08422524888219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92105125474109,0,0,0,0,0,7.05837538578253,0,6.80376601840722,0,0,0,0,0,0,7.19185526024594,7.3044991570413,5.02148972377812,6.55111215134978,0,0,0,0,0
ENSMUSG00000075833,7.2153799600935,0,0,0,0,0,0,0,0,0,6.97461714975156,6.92035953094103,0,0,0,0,7.15369299982354,7.0790231158432,0,0,7.09688378702932,0,6.99505536841407,0,6.95059721198566,0,6.79317227342061,0,0,0,7.06148185476321,0,0,0,0,0,0,0,0,0,0,7.02997200966288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094551,0,0,0,0,0,0,0,0,0,0,8.36020736472475,0,7.02743360229346,7.0703180649505,0,0,0,0,7.961544280628,0,0,0,8.09305389986701,0,0,0,7.89103772550484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.07447649224695,0,6.8612378004346,0,0,0,0,0
ENSMUSG00000093107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05455683901343,0,0,0,6.73564390624682,0,0,1.29973539118086e-08,0,0,0,0,0,0,0,0,7.38244542321531,0,0,0,6.29978176627334,0,0,0,0,0,0,6.04098055924387,0,0,4.39159447936627e-07,7.09362899387435,0,7.34537045823652,7.52322032658416,0,0,0,0,0,0,0
ENSMUSG00000088604,0,0,0,0,0,0,0,0,0,6.76295350919089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00922642532381,0,0,0,7.07094850713085,7.18653417575937,0,7.46818631234975,6.59509474308117,7.56688018769302,7.08424055276433,8.19600014681364,7.25687484389142,0,7.86787233043884,5.37571020971563,0,0,0,0,7.71324391474209,8.2088340279289,0,8.28064396844249,0,5.2151632178154,0,0,0,0,0
ENSMUSG00000080626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59861793765349,0,0,0,6.78888104388402,0,6.22249169363168,7.28600351124139,0,0,0,0,7.41236292820167,0,0,7.93007413145026,0,6.8105875509175,0,0,0,0,7.09535154578873,0,0,0,0,0,0,0
