sample_labels,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cell_label,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
cluster_labels,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
ERCC-00171,0.136915633395991,0.213063814771147,0.0875019388777399,0.146345388075147,0.13938713663356,0.126516550568993,0.233346520791807,0.109370176541245,0.182780555761648,0.307118843296803,0.136121834202161,0.106063673677914,0.226698215750948,0.0609891170283569,0.223761766417094,0.107040559800571,0.230006422772927,0.223571782359192,0.13275109017244,0.0568577169523337,0.119397119621377,0.129589303695177,0.289368854438383,0.0971883927680389,0.164440583984903,0.148016227976604,0.222132905391966,0.0894939221474493,0.153511141669685,0.23155457168685,0.227248361444916,0.178062443639515,0.198139027645047,0.203465787182582,0.139924569584262,0.100329293552547,0.131238145100235,0.175288238825043,0.216270500759967,0.292456997781493,0.157869175637833,0.10083187540251,0.156750032115388,0.140325713620381,0.252845262090048,0.195306212821949,0.262083444011645,0.224300688435391,0.125276622788386,0.13633087569673,0.125925535640467,0.17297537371131,0.157566462256603,0.402958166440196,0.107298721491075,0.176479068390183,0.124671703204903,0.282219740433858,0.149764752087718,0.114657545902466,0.190611239798374,0.156490206752909,0.716519353419982,0.371714248317807,0.32698217467679,0.282641825281418,0.244577182201794,0.444634096261799,0.27715570284383,0.460368484833403,0.515411964793917,0.297934929901773,0.490489471723052,1.37576606893779,0.0503302140365059,0.56847235063194,0.121303104893929,0.147061650626037,0.262752193430988,0.243598524835391,0,0.0950463671478559,0.614458885398639,0.078137536533017,0.305122070809129,0.0854097994237032,0.242221151613759,0.0926337301299662,0.342800311116139,0.204075705045532,2.79288990631897,2.8827124913866,2.70950574620998,2.79551532005511,2.73045345962952,2.7851627282468,2.87384817418083,2.9108088713718,2.83018094150328,2.75356335579877,1.6777968334026,1.24321526983842,1.38810626514624,0.750405185460245,0.941215291709734,1.70565425169056,1.51237014018714,1.71452107788024,2.62899958019373,1.7912542988194,1.68418056292813,1.11594084401213,1.14190219444119,1.53386412216715,1.4148972583227,2.02953142384641,1.74887565954719,1.61085696520879,1.31466462891102,1.06699992746125,1.39238536221179,1.54203340909084,1.64308953594017,1.54223792524903
ENSMUSG00000041995,2.42225061365241,2.24568877271007,1.7326020503576,1.99724537102964,1.78449183502172,1.73350281905286,0.198043836849779,0.233229307197491,0.132400442428452,0.328333045741666,0.362880767131808,0.208458393348746,0.153533168378694,0.198937505507529,0.168814247197967,0.223278471890416,0.121601555225308,0.274208479805744,0.321050533887649,0.21702781141263,0.208034052382446,0.164713363386721,0.239514791406609,0.279075158452317,0.416989473105932,0.326824137625736,0.173806958335641,0.180356019177879,0.383624950694839,0.326296669430912,0.536932737727374,0.477812216445971,0.604965958278486,0.569388995513093,0.224821876864424,0.174766355423618,0.145329672956493,0.217825926142614,0.283422552531658,0.414120321957776,0.190520830493327,0.202665365141861,0.165248072207624,0.293545788804236,0.271291738191395,0.529083316424747,0.0353248631745599,0.00715852390699397,0.0147202295288543,0.0085551258936771,0.0482578899465448,0.0547909384502086,0.0169218701327125,0.0684919856818022,0.0129845760538583,0,0.0824222213331636,0.0504622468185597,0.0190508223286984,0.0513063948993444,0.0310124488376083,0.0438647148306697,0,0.00815246939830195,0,0,0,0.0150195934264212,0,0,0,0.00819731705769587,0.0114454392309065,0,0.0982482198447133,0.267142927418905,0.0569674852905184,0.100403476903946,0.0175223134087767,0.316541516556138,0,0.0746918955746889,0,0.0229548981358399,0.149630719590251,0.0110837617620814,0.0533655716029295,0,0.0444301327863234,0.123162734796517,3.13396864083627,3.14895605448822,2.25145440181735,2.16617742975819,2.77844800393468,2.85982543021308,2.77395722731934,2.74354001520926,2.62766912420922,2.72069744392221,0.36697038259903,0.309380963452061,0.201674105244331,0.497204619759769,0.3562377259318,0.17002265787756,0.394861890612408,0.236871710564328,0.482003322170243,0.565128822721772,0.407757804985693,0.348826533510599,0.367636566672958,0.0606771489197653,0.399258332372143,0.409432704427464,0.426252728096537,0.0679389879343821,0.485655351699832,0.218547282907147,0.195592532498055,0.287750678665287,0.363637375367978,0.347716159875638
ENSMUSG00000028796,0.956005989107623,0.756487701304537,0.904794185267109,1.39181257923335,0.827658730751264,0.742615166785173,0.152087300679474,0.343424256419124,0.35395851158385,0.285444826248441,0.201324105307126,0.106063673677914,0.199884705599712,0.166193124990877,0.196665363072767,0.107040559800571,0.209245243152125,0.216124023510389,0.101178642414194,0.0409398337500739,0.0437862854713854,0.0931864932737306,0.159739137992034,0.166007370495659,0.29866654833268,0.132013923597064,0.173806958335641,0.108338831139429,0.263651236458657,0.131291844965304,0.33714110859491,0.348995431026754,0.246533499225966,0.248463502906832,0.139924569584262,0.0538063123606188,0.159225385793023,0.226120560941537,0.202281493502022,0.347820249098891,0.0891821795880081,0.036759768421593,0.130813824953548,0.170666592669342,0.208432229150638,0.177405215160345,0.0236880093873979,0.108807155551207,0.0292269135393391,0.0128053981461596,0.0244200197234346,0.0293804769022515,0.0224994529509639,0,0,0.0254090329588433,0.0457974007213289,0.0455290810743461,0.0340344075026491,0.00806666434818757,0.0310124488376083,0.00496996190221883,0.119510284911368,0,0,0.0547869114642062,0.0216390123243795,0.0587704968496294,0,0.0870459145113755,0,0.0547203693781594,0.178723600977527,0,0,0,0.0231778616684718,0,0.008799535146817,0,0,0.043361633828517,0.0617056368932936,0,0.142289410514225,0.0751240767415665,0,0,0,0.123162734796517,2.01482618864203,1.95809847853555,1.82717607933329,1.42178892597167,1.9873788745057,1.89199498415247,1.99574081046275,1.96705308064257,2.04710199713328,1.90244495779611,0.221765718722568,0.0799338358921281,0.0499391368221491,0.0387189097488352,0.0666363646028437,0.120717895545746,0.172054829014723,0.0694883790415211,0.20513386521801,0.464273436003362,0.160441998589781,0.0387566361681863,0.166861360298596,0.312995511294066,0.322305915783333,0.309668792158985,0.437754616966853,0.233984590139034,0.0910972790343628,0.103065022162379,0.12582915642295,0.0681558815125016,0.119286735053606,0.174841295556396
ENSMUSG00000053716,0.709758159305459,0.667754738368049,0.794672698059146,1.5233625037043,0.907884198915313,0.808164092790261,0.053307524199255,0.0611337030951574,0.240066431934535,0.152872866380799,0.0663698514652725,0.0619777483067482,0.104928297685769,0.118471415115795,0.0647317544159519,0.107040559800571,0.144243066424358,0.0802074336243127,0.0740847757006571,0.00832315090115687,0.0221327784427464,0.0931864932737306,0.150469186316038,0.0971883927680389,0.123719506001354,0.0595495511263984,0.0996023259780941,0.0894939221474493,0.330868265692832,0.195123855344695,0.136098872826482,0.208658125908684,0.17303422006592,0.136860429001671,0.0872642492565612,0.11387435646182,0.0677704606252426,0.0699861930866931,0.134280145336955,0.0926352090509357,0.0962671118635557,0.00622123528021258,0.0343423833106383,0.0601838125947394,0.161954629962495,0.115309287611495,0.0295233632312294,0.0352909217623446,0.0576238158660589,0.0085551258936771,0.125925535640467,0.0196825817096352,0.0169218701327125,0.00784603283088121,0.0754927881163916,0.0501884128027203,0.0383086755179718,0,0.0340344075026491,0.0120757253727519,0.0310124488376083,0.0197333411642988,0,0,0.0176937728213682,0.0547869114642062,0,0,0,0,0,0.066341637156621,0,0,0,0.0737677834496283,0.011656080990115,0.100403476903946,0.008799535146817,0.0272096385905386,0.0128280071721652,0.0110179504422986,0,0,0.112373055453141,0,0.0109033785632147,0.0525185709966389,0.0112939655791704,0.0235511134644483,2.27751284917803,2.39407859381403,1.71247784547969,1.68428027116636,2.13315948753733,2.30684868756991,2.09485335480357,2.2041824483623,1.92840833802298,1.89468745627237,0.242852217673102,0.117625772611623,0.0847534278938372,0.0144398619700772,0.0801166053027575,0.181978158970146,0.20479038696053,0.178413032592186,0.418139006832507,0.271789407119813,0.1709743929786,0.12737361836509,0.179855973088933,0.204380473954416,0.229226851763706,0.486709813347644,0.178050939397596,0.261421529777465,0.138336559862892,0.0907480179851115,0.0365698737244524,0.0859650300144561,0.101835853629457,0.0757293585702198
ERCC-00096,0.408121879815669,0.690686973682999,0.519791088736833,0.374488321924968,0.455843050395882,0.464941898088309,0.556556154070584,0.569282784837267,0.664628902536478,0.612650943447815,0.664516602936245,0.560346591019835,0.830463692030343,0.507008632849683,0.759326995605102,0.58718966859373,0.729104685176585,0.675505099019939,0.442139241399586,0.360893035415685,0.535724052224477,0.630738556126293,0.446553023218098,0.482586159254055,0.633535505820528,0.579635139691017,0.579690819394854,0.366098779914104,0.690907005301757,0.668874604649367,0.547529256349695,0.675603544393617,0.61318494394058,0.578919805876984,0.493656008981063,0.417145673973956,0.469199492152683,0.400063424594199,0.603106449197902,0.550946283586911,0.525807986499843,0.379672947962309,0.404882956577555,0.548750346258622,0.967063454434991,0.659914617929854,0.565923203468309,0.629394111583426,0.51564855972374,0.520607702312855,0.64954179748303,0.594247453477972,0.485968050383472,0.708958058416605,0.429076753098772,0.662333621879566,0.603168074031682,0.517613773709892,0.550844679653003,0.47967288935779,0.568977386844742,0.511405000828347,1.5964114088698,1.3240496490717,0.862296816988422,0.668717174907658,0.766432294471575,1.09526786816104,0.867256782299317,0.876792327478349,1.2652718633455,0.938310637710781,1.15186976384893,3.06952176748895,0.623050035849927,0.750344297357464,0.828407946744622,0.640665712877481,0.910210403156195,0.375090310187668,0.856802729774703,0.674912855494637,1.51595040512674,0.500878859558268,0.954381100165669,0.677856388521345,1.80252186387513,0.762276357912293,0.956078833714904,1.05039818320112,4.03898438414175,4.01790546989775,3.95500227295928,4.15312293296823,3.96105549335723,3.94059569701731,4.02919232313706,4.1766662568723,4.11021790709701,3.91996895579961,3.02897856219508,2.6192926843309,2.43847535596452,1.81625622887116,2.09690217544647,2.92542530603148,2.87296335760155,2.98214320445848,4.11743334844246,3.18999238280308,2.8064341128067,2.29640183373351,2.35327586268793,2.84456837832607,2.86711968022748,3.50172607426758,3.08351899690707,3.03190635429066,2.74270129323801,2.22324472532805,2.67761695594854,2.80245194927647,2.93309801062266,3.10143480173369
ENSMUSG00000036432,1.4280776858339,1.42699992384306,0.96990191361791,1.76933207919215,0.953741897378803,0.962570625980024,0.142637006566518,0.273992686015901,0.418100269096101,0.415391067785762,0.409514452745284,0.259063707368931,0.244182615259691,0.0756724181061847,0.237039520219541,0.210284222143961,0.498664111944175,0.260000587426437,0.173354490851974,0.288418339922439,0.171004463693745,0.178424679798279,0.187044290431974,0.267125164992865,0.359577030107796,0.158543915391394,0.162743160696919,0.0799365985995506,0.352306072131904,0.140041894230148,0.498934864164758,0.795615472000403,0.336816743254862,0.410583489806231,0.149208213334045,0.162026588501697,0.116945204492757,0.262617839626673,0.265951624534841,0.467647548670358,0.264791613926467,0.134123842666797,0.20668763830799,0.12870627330404,0.444291878861542,0.498985542934367,0.00597481488504773,0.0490657944805366,0.0576238158660589,0.0170376820129932,0,0,0.0713453420814956,0.0611093502853418,0.0426419109516916,0.0378754731254093,0.00778003950745964,0.0405714585064634,0,0.0279531511663196,0.00523599236297505,0.05806888036612,0.187545684014506,0.0162390131340804,0.0118305653701608,0.033230984704134,0.049781366613826,0.147467845677266,0,0.012908718378433,0,0.00819731705769587,0.0114454392309065,0.019274286931019,0.0982482198447133,0.0151953205604919,0,0,0.0347428751501128,0.199396292125116,0.0503532809592279,0.0643571574127482,0,0.0115433135404177,0.192581548868403,0.125526286390476,0.492166304860611,0.168336940076589,0,0,2.61447083728511,2.57530273372015,1.80299010790184,1.55645135646596,2.30345195755708,2.28291169643054,2.31020783916059,2.18692556850748,2.1941877587221,1.94628904420102,0.140405872240967,0.179108546175338,0.0847534278938372,0.0565490163804756,0.0767635427795373,0.035020281659943,0.0575962750666715,0,0.552570256277005,0.104117422380041,0.289402087714625,0.230582540817082,0.214744242800283,0.0968119549469258,0.104730848085168,0.473096354148821,0.426252728096537,0.400184548399513,0.138336559862892,0.245448095471142,0.029362105446545,0.0681558815125016,0.153300640648228,0.155789217355874
ENSMUSG00000024193,0.913419610209896,0.589370511010629,0.752487186528099,1.06804722157085,0.794426426850349,0.808164092790261,0.179913866814758,0.0611337030951574,0.0901851656634154,0.240634462219436,0.105719943905783,0.0842636374225895,0.0642684067978988,0.0609891170283569,0.175850083556669,0.0776085799734361,0.121601555225308,0.0802074336243127,0.0348761247701213,0.0568577169523337,0.0509011655289324,0.0782460358447291,0.112505391787242,0.111336292161162,0.123719506001354,0.158543915391394,0.157165017851249,0.0942385473320385,0.19158840202044,0.18267925914633,0.167414302087007,0.170264987260692,0.160241446887864,0.208057774899933,0.0724076515162026,0.0819790016132153,0.0627173263857517,0.139905275365844,0.0449621015435313,0.123744142064557,0.103302200803384,0.0605364048222493,0.0343423833106383,0.0808294173600439,0.0391785124612605,0.165290675647835,0.0119141432774688,0.0142661673626546,0,0.0085551258936771,0,0.00330745115677204,0.0445037997111178,0.0536718059596322,0,0.0127852166780455,0,0.0102982219017102,0,0.0160687779843662,0,0.00496996190221883,0,0,0,0.0167535232941539,0,0,0.0501629692172837,0,0.0101652511101648,0.040330707718384,0,0,0.0128220199830003,0.33511078688305,0,0,0.185053149216346,0.0536984820330165,0,0,0.0415572118990054,0,0,0.0110837617620814,0.170899598384949,0.0213395375193613,0,0.0235511134644483,1.51118462231683,1.67223803687485,1.45032735994247,1.44233874080659,1.69542905479113,1.56534888174093,1.92225617019511,1.87248475919436,1.70174071631795,1.60182129494066,0.117017807490581,0.143704488169669,0.0932708627267044,0.0306912129764295,0.0529719210878302,0.0554584918077161,0.0942296700459312,0.0694883790415211,0.330472679546046,0.20530729582294,0.160441998589781,0.0575858521244062,0.030440947819856,0.0458495195995235,0.0823868201320322,0.276856292372048,0.0517864120060926,0.16190625305395,0.0616440594421174,0.0333632938190801,0.0578866128414705,0.0800638177790138,0.202245939479695,0.307217779069786
